measurer,type,time,number
4,S,14:21:15.25,
4,S,14:27:49.65,
4,S,14:27:50.22,
4,S,14:44:15.52,
4,S,14:44:15.99,
4,S,14:45:08.92,
4,S,14:45:09.70,
4,S,14:57:01.86,
4,S,14:58:52.81,1
4,S,14:58:53.31,
4,S,14:59:31.73,2
4,S,14:59:32.29,
4,S,15:06:17.17,16
4,S,15:06:17.87,
4,S,15:06:41.59,6
4,S,15:06:41.99,
4,S,15:07:10.30,9
4,S,15:07:10.66,
4,S,15:07:36.59,8
4,S,15:07:37.16,
4,S,15:09:38.50,19
4,S,15:09:39.31,
4,S,15:10:30.39,17
4,S,15:10:30.86,
4,S,15:11:32.80,22
4,S,15:11:33.33,
4,S,15:12:39.87,11
4,S,15:12:40.37,
4,S,15:12:59.48,7
4,S,15:12:59.85,
4,S,15:13:36.35,18
4,S,15:13:36.69,
4,S,15:14:07.24,5
4,S,15:14:07.63,
4,S,15:15:52.81,26
4,S,15:15:53.34,
4,S,15:16:43.42,21
4,S,15:16:44.20,
4,S,15:17:04.94,12
4,S,15:17:05.88,
4,S,15:17:25.76,24
4,S,15:17:26.50,
4,S,15:17:51.04,15
4,S,15:21:07.66,25
4,S,15:21:08.31,
4,S,15:22:21.84,14
4,S,15:25:25.57,35
4,S,15:25:26.37,
4,S,15:25:53.80,29
4,S,15:25:54.25,
4,S,15:26:27.80,36
4,S,15:26:28.32,
4,S,15:27:26.57,27
4,S,15:27:27.41,
4,S,15:28:10.69,54
4,S,15:28:11.39,
4,S,15:31:10.49,39
4,S,15:31:11.26,
4,S,15:31:37.50,28
4,S,15:31:37.92,
4,S,15:32:07.54,37
4,S,15:32:07.98,
4,S,15:32:35.75,32
4,S,15:32:36.20,
4,S,15:33:04.21,43
4,S,15:33:04.85,
4,S,15:33:36.35,58
4,S,15:33:36.87,
4,S,15:34:00.38,46
4,S,15:34:00.77,
4,S,15:34:21.09,33
4,S,15:34:21.59,
4,S,15:34:46.70,44
4,S,15:34:47.48,
4,S,15:36:03.68,53
4,S,15:36:04.71,
4,S,15:36:25.05,52
4,S,15:36:26.45,
4,S,15:36:48.95,41
4,S,15:36:49.63,
4,S,15:37:22.14,61
4,S,15:37:22.70,
4,S,15:37:55.08,38
4,S,15:37:56.56,
4,S,15:38:22.75,47
4,S,15:38:23.22,
4,S,15:38:50.35,51
4,S,15:39:20.94,45
4,S,15:40:14.80,
4,S,15:40:45.44,56
4,S,15:40:46.04,
4,S,15:41:31.08,59
4,S,15:41:31.66,
4,S,15:41:59.32,57
4,S,15:41:59.91,
