measurer,type,time,number
12,T,14:54:07.77,
12,T,15:44:07.85,
12,T,15:44:08.46,
12,S,15:47:01.92,
12,S,15:47:03.37,
12,S,15:48:41.30,
12,S,15:50:31.90,
12,S,15:55:18.24,
12,S,15:55:36.61,
12,S,15:55:37.04,
12,S,15:56:35.10,
12,S,16:02:24.50,
12,S,16:52:26.60,1
12,S,16:52:28.13,
12,S,16:59:04.67,
12,S,17:00:19.82,
12,S,17:00:20.15,
12,S,17:00:25.22,
12,S,17:00:25.55,
12,S,17:00:51.54,14
12,S,17:00:51.85,
12,S,17:01:15.33,15
12,S,17:04:10.14,5
12,S,17:04:34.89,9
12,S,17:05:02.01,29
12,S,17:05:02.35,
12,S,17:05:41.01,
12,S,17:06:01.46,16
12,S,17:06:02.10,
12,S,17:06:34.64,11
12,S,17:06:35.02,
12,S,17:07:36.67,2
12,S,17:07:37.03,
12,S,17:07:45.57,
12,S,17:07:46.19,
12,S,17:08:56.44,22
12,S,17:08:56.90,
12,S,17:09:57.44,35
12,S,17:09:58.04,
12,S,17:10:39.87,25
12,S,17:10:40.63,
12,S,17:11:06.95,
12,S,17:11:41.35,17
12,S,17:11:41.69,
12,S,17:12:14.09,18
12,S,17:12:41.52,24
12,S,17:12:41.87,
12,S,17:12:44.08,
12,S,17:12:44.44,
12,S,17:12:46.63,
12,S,17:12:46.97,
12,S,17:14:33.52,37
12,S,17:15:31.15,7
12,S,17:15:31.63,
12,S,17:15:35.09,
12,S,17:15:35.57,
12,S,17:16:06.24,39
12,S,17:16:06.62,
12,S,17:16:36.75,27
12,S,17:16:37.37,
12,S,17:17:10.21,
12,S,17:17:42.91,45
12,S,17:17:43.51,
12,S,17:18:21.10,46
12,S,17:18:21.47,
12,S,17:18:53.71,56
12,S,17:18:54.18,
12,S,17:19:27.53,36
12,S,17:19:27.87,
12,S,17:19:59.27,33
12,S,17:19:59.90,
12,T,17:20:27.47,
12,S,17:21:05.39,52
12,S,17:21:05.76,
12,S,17:21:56.21,54
12,S,17:21:56.84,
12,S,17:22:35.22,21
12,S,17:23:07.52,28
12,S,17:24:15.96,48
12,S,17:24:16.45,
12,S,17:24:51.87,26
12,S,17:24:52.20,
12,S,17:26:26.38,19
12,S,17:26:26.97,
12,S,17:28:38.77,38
12,S,17:28:39.25,
12,S,17:30:45.81,41
12,S,17:30:46.20,
12,S,17:31:27.89,43
12,S,17:31:28.66,
12,S,17:31:38.63,23
12,S,17:31:39.13,
12,S,17:32:17.78,47
12,S,17:32:18.12,
12,S,17:32:52.30,6
12,S,17:33:28.92,55
12,S,17:33:29.54,
12,S,17:34:46.06,59
12,S,17:34:46.50,
12,S,17:35:21.79,32
12,S,17:36:06.57,61
12,S,17:36:07.11,
12,S,17:37:10.85,53
12,S,17:37:11.49,
12,S,17:37:50.95,51
12,S,17:37:51.26,
12,S,17:38:26.11,44
12,S,17:38:26.48,
12,S,17:39:11.64,12
12,S,17:39:12.27,
12,S,17:40:40.21,
12,S,17:40:40.62,
12,S,17:41:25.60,57
12,S,17:41:26.41,
12,S,17:42:09.23,
12,S,17:43:19.81,
12,S,17:43:20.15,
12,S,17:48:54.82,58
12,S,17:48:55.44,
