measurer,type,time,number
5,S,15:07:16.20,
5,S,15:07:17.43,
5,T,15:07:35.22,
5,S,15:20:56.72,
5,S,15:21:47.38,
5,S,15:21:47.56,
5,S,15:31:40.40,
5,S,15:31:43.15,
5,S,15:33:46.97,1
5,S,15:33:47.71,
5,S,15:34:20.94,2
5,S,15:34:21.85,
5,S,15:34:48.13,5
5,S,15:34:49.12,
5,S,15:35:02.89,8
5,S,15:35:03.99,
5,S,15:35:40.13,9
5,S,15:36:19.24,11
5,S,15:36:19.96,
5,S,15:36:49.12,14
5,S,15:36:49.62,
5,S,15:36:59.96,
5,S,15:37:01.84,
5,S,15:37:28.47,16
5,S,15:37:29.51,
5,S,15:37:53.62,17
5,S,15:37:54.40,
5,S,15:38:07.36,22
5,S,15:38:08.30,
5,S,15:38:33.68,24
5,S,15:38:34.62,
5,S,15:38:57.70,25
5,S,15:38:58.55,
5,S,15:39:12.77,26
5,S,15:39:13.55,
5,S,15:39:34.23,27
5,S,15:39:34.20,
5,S,15:40:06.78,29
5,S,15:40:07.40,
5,S,15:40:22.20,32
5,S,15:40:22.99,
5,S,15:40:47.12,6
5,S,15:40:48.13,
5,S,15:41:17.96,7
5,S,15:41:18.90,
5,S,15:41:37.88,35
5,S,15:41:38.86,
5,S,15:42:23.66,36
5,S,15:42:24.65,
5,S,15:43:07.73,18
5,S,15:43:08.49,
5,S,15:43:36.13,37
5,S,15:43:37.26,
5,S,15:44:13.99,38
5,S,15:44:14.66,
5,S,15:44:33.53,41
5,S,15:44:34.62,
5,S,15:45:02.56,45
5,S,15:45:03.42,
5,S,15:45:27.29,46
5,S,15:45:27.96,
5,S,15:45:58.81,47
5,S,15:45:59.49,
5,S,15:46:29.49,48
5,S,15:46:30.22,
5,S,15:46:54.36,28
5,S,15:46:55.21,
5,S,15:47:19.32,51
5,S,15:47:20.26,
5,S,15:47:44.28,52
5,S,15:47:44.93,
5,S,15:48:37.01,53
5,S,15:48:37.96,
5,S,15:49:19.08,54
5,S,15:49:20.24,
5,S,15:49:42.72,55
5,S,15:49:43.66,
5,S,15:50:16.43,56
5,S,15:50:17.43,
5,S,15:50:47.87,19
5,S,15:50:49.09,
5,S,15:51:31.11,59
5,S,15:51:31.97,
5,S,15:52:10.40,57
5,S,15:52:11.32,
5,S,15:52:46.64,58
5,S,15:52:47.68,
5,S,15:53:13.66,44
5,S,15:53:13.59,
5,S,15:53:41.88,33
5,S,15:53:43.14,
5,S,15:54:41.14,34
5,S,15:54:42.72,
5,S,15:55:22.11,61
5,S,15:55:23.66,
5,S,15:55:41.76,43
5,S,15:55:43.16,
5,S,15:56:06.25,39
5,S,15:56:07.36,
5,S,15:56:43.95,12
5,S,15:56:46.12,
5,S,15:57:34.92,21
5,S,15:57:36.11,
5,S,15:57:51.00,23
5,S,15:57:53.25,
5,S,15:58:07.41,
5,S,15:58:09.06,
5,S,15:59:13.86,
5,S,15:59:16.40,
5,S,16:01:00.55,
5,S,16:01:02.69,
5,S,16:01:05.99,
5,S,16:01:07.75,
5,S,16:04:19.94,
5,S,16:04:21.34,
