measurer,type,time,number
12,T,08:59:39.06,
12,T,09:00:31.64,
12,S,09:00:35.92,e
12,S,09:00:37.18,
12,S,09:00:38.19,
12,S,09:57:15.22,
12,S,09:57:15.80,
12,S,10:06:14.33,
12,S,10:06:14.81,
12,S,10:15:59.88,1
12,S,10:16:00.43,
12,S,10:16:29.13,6
12,S,10:16:29.65,
12,S,10:16:54.55,9
12,S,10:16:54.94,
12,S,10:17:27.47,5
12,S,10:17:27.86,
12,S,10:18:03.67,15
12,S,10:18:04.33,
12,S,10:18:29.95,7
12,S,10:18:30.38,
12,S,10:19:10.77,11
12,S,10:19:11.34,
12,S,10:20:11.68,14
12,S,10:20:12.22,
12,S,10:21:59.94,2
12,S,10:22:00.33,
12,S,10:22:28.44,24
12,S,10:22:28.90,
12,S,10:23:36.98,22
12,S,10:23:37.39,
12,S,10:24:19.63,25
12,S,10:24:20.09,
12,S,10:24:52.48,17
12,S,10:24:52.87,
12,S,10:25:21.40,19
12,S,10:25:22.13,
12,S,10:26:58.53,18
12,S,10:26:58.88,
12,S,10:28:56.33,12
12,S,10:28:57.27,
12,S,10:29:22.83,26
12,S,10:29:23.24,
12,S,10:30:27.65,29
12,S,10:30:28.11,
12,S,10:33:14.79,28
12,S,10:33:15.63,
12,S,10:33:46.00,37
12,S,10:33:46.37,
12,S,10:34:27.67,33
12,S,10:34:28.23,
12,S,10:34:56.48,32
12,S,10:34:56.87,
12,S,10:35:43.01,35
12,S,10:35:43.68,
12,S,10:36:07.18,27
12,S,10:36:07.81,
12,S,10:37:11.91,41
12,S,10:37:12.52,
12,S,10:38:07.02,16
12,S,10:38:07.65,
12,S,10:38:35.35,39
12,S,10:38:36.11,
12,S,10:39:07.84,51
12,S,10:39:08.23,
12,S,10:39:45.59,38
12,S,10:39:46.09,
12,S,10:40:13.01,21
12,S,10:40:13.59,
12,S,10:40:39.97,36
12,S,10:40:40.38,
12,S,10:41:07.92,58
12,S,10:41:08.52,
12,S,10:41:38.65,54
12,S,10:41:39.24,
12,S,10:42:05.21,46
12,S,10:42:44.58,44
12,S,10:42:44.14,
12,S,10:43:14.33,56
12,S,10:43:14.91,
12,S,10:43:45.04,47
12,S,10:43:45.52,
12,S,10:45:36.18,57
12,S,10:45:36.86,
12,S,10:46:03.83,43
12,S,10:46:04.60,
12,S,10:46:37.92,45
12,S,10:46:38.69,
12,S,10:48:16.58,55
12,S,10:48:17.46,
12,S,10:50:50.39,52
12,S,10:50:50.83,
12,S,10:51:54.52,61
12,S,10:51:55.23,
12,S,10:52:40.91,53
12,S,10:52:41.75,
12,S,10:53:21.69,59
12,S,10:53:22.26,
