measurer,type,time,number
1,S,07:59:08.79,
1,S,07:59:10.50,
1,S,08:01:26.78,
1,S,08:01:27.34,
1,S,08:03:52.76,
1,S,08:03:53.93,
1,S,08:16:59.07,
1,S,08:17:00.40,
1,S,09:02:25.07,
1,S,09:02:25.87,
1,S,09:04:33.02,
1,S,09:04:33.77,
1,S,09:10:27.35,
1,S,09:13:54.42,1
1,S,09:13:55.07,
1,S,09:14:15.37,2
1,S,09:14:15.88,
1,S,09:16:12.37,6
1,S,09:16:12.82,
1,S,09:16:31.47,8
1,S,09:16:32.08,
1,S,09:16:49.43,9
1,S,09:16:49.93,
1,S,09:17:10.63,12
1,S,09:17:11.58,
1,S,09:18:23.83,21
1,S,09:18:24.77,
1,S,09:18:45.00,26
1,S,09:18:45.42,
1,S,09:19:01.72,24
1,S,09:19:02.35,
1,S,09:19:26.17,5
1,S,09:19:26.61,
1,S,09:19:47.91,11
1,S,09:19:48.41,
1,S,09:20:03.93,28
1,S,09:20:04.54,
1,S,09:20:22.76,7
1,S,09:20:23.27,
1,S,09:20:47.31,15
1,S,09:20:47.71,
1,S,09:22:56.52,18
1,S,09:22:56.83,
1,S,09:23:20.60,14
1,S,09:23:20.93,
1,S,09:24:13.40,25
1,S,09:24:13.03,
1,S,09:24:43.37,17
1,S,09:24:43.77,
1,S,09:25:14.15,29
1,S,09:25:14.66,
1,S,09:25:54.82,16
1,S,09:25:55.63,
1,S,09:26:34.01,22
1,S,09:26:34.70,
1,S,09:27:29.50,27
1,S,09:27:31.51,
1,S,09:28:13.58,35
1,S,09:28:14.12,
1,S,09:28:37.36,19
1,S,09:28:37.85,
1,S,09:28:56.89,33
1,S,09:28:57.50,
1,S,09:29:39.55,32
1,S,09:29:40.06,
1,S,09:31:30.39,36
1,S,09:31:30.89,
1,S,09:31:54.42,37
1,S,09:31:54.85,
1,S,09:34:01.82,56
1,S,09:34:02.40,
1,S,09:34:43.51,54
1,S,09:34:44.23,
1,S,09:35:02.40,41
1,S,09:35:02.99,
1,S,09:35:24.52,52
1,S,09:35:24.98,
1,S,09:35:45.07,39
1,S,09:35:45.57,
1,S,09:36:04.98,44
1,S,09:36:05.65,
1,S,09:36:34.71,57
1,S,09:36:35.42,
1,S,09:38:26.45,45
1,S,09:38:27.36,
1,S,09:38:48.52,46
1,S,09:39:14.20,47
1,S,09:39:42.11,51
1,S,09:40:08.19,58
1,S,09:41:22.85,43
1,S,09:42:31.50,61
1,S,09:43:08.14,53
1,S,09:43:50.23,38
1,S,09:46:31.71,59
1,S,09:46:32.32,
