measurer,type,time,number
5,S,08:11:04.25,
5,S,08:14:11.12,
5,S,08:14:30.77,
5,S,08:28:19.32,
5,S,08:28:21.09,
5,S,08:35:57.67,
5,S,08:35:58.76,
5,S,08:37:43.58,
5,S,08:43:08.41,1
5,S,08:43:08.90,
5,S,08:43:38.48,2
5,S,08:43:38.91,
5,S,08:46:14.95,8
5,S,08:46:15.69,
5,S,08:48:19.04,14
5,S,08:48:45.83,15
5,S,08:48:46.27,
5,S,08:49:13.77,17
5,S,08:49:14.18,
5,S,08:49:42.71,11
5,S,08:49:43.24,
5,S,08:50:09.47,19
5,S,08:50:10.07,
5,S,08:50:35.96,12
5,S,08:50:37.05,
5,S,08:51:00.93,6
5,S,08:51:01.57,
5,S,08:51:26.93,36
5,S,08:51:27.39,
5,S,08:51:48.87,24
5,S,08:51:49.53,
5,S,08:52:13.51,25
5,S,08:52:13.66,
5,S,08:52:47.46,16
5,S,08:52:48.27,
5,S,08:53:14.61,22
5,S,08:53:15.72,
5,S,08:53:38.26,27
5,S,08:53:38.96,
5,S,08:54:02.34,32
5,S,08:54:02.84,
5,S,08:54:30.48,5
5,S,08:54:31.09,
5,S,08:54:56.21,26
5,S,08:54:56.54,
5,S,08:55:28.83,18
5,S,08:55:29.31,
5,S,08:55:54.44,37
5,S,08:55:54.90,
5,S,08:56:18.63,9
5,S,08:56:18.97,
5,S,08:56:52.96,21
5,S,08:56:53.72,
5,S,08:57:23.15,29
5,S,08:57:23.71,
5,S,08:58:17.76,38
5,S,08:58:18.23,
5,S,08:58:43.55,28
5,S,08:58:44.10,
5,S,08:59:07.28,35
5,S,08:59:07.83,
5,S,08:59:30.14,44
5,S,08:59:30.57,
5,S,09:00:14.76,7
5,S,09:00:15.11,
5,S,09:01:02.72,54
5,S,09:01:03.42,
5,S,09:01:53.72,56
5,S,09:01:54.43,
5,S,09:02:31.55,33
5,S,09:02:32.16,
5,S,09:03:08.73,58
5,S,09:03:09.62,
5,S,09:05:32.34,39
5,S,09:05:32.94,
5,S,09:05:58.73,55
5,S,09:05:59.70,
5,S,09:06:23.69,52
5,S,09:06:24.34,
5,S,09:06:48.69,41
5,S,09:06:49.20,
5,S,09:07:16.98,51
5,S,09:07:17.49,
5,S,09:07:44.63,45
5,S,09:07:45.49,
5,S,09:08:12.96,46
5,S,09:08:13.40,
5,S,09:08:37.91,57
5,S,09:08:38.41,
5,S,09:09:04.47,43
5,S,09:09:05.25,
5,S,09:09:31.23,47
5,S,09:09:31.72,
5,S,09:09:59.08,48
5,S,09:09:59.62,
5,S,09:10:26.68,61
5,S,09:10:27.36,
5,S,09:10:59.58,59
5,S,09:11:00.24,
5,S,09:12:24.85,53
5,S,09:12:25.46,
